id,municipio,poblacion_total,poblacion_mayores,porcentaje_mayores
17074,Fortià,778,163,20.949999999999999
17075,Garrigàs,458,82,17.899999999999999
17076,Garrigoles,177,36,20.34
17077,Garriguella,922,196,21.260000000000002
17078,Ger,512,98,19.140000000000001
17079,Girona,102666,17022,16.579999999999998
17080,Gombrèn,200,45,22.5
17081,Gualta,439,83,18.91
17082,Guils de Cerdanya,573,120,20.940000000000001
17083,Hostalric,4370,786,17.989999999999998
17084,Isòvol,318,60,18.870000000000001
17085,Jafre,386,104,26.940000000000001
17086,"Jonquera, La",3317,522,15.74
17087,Juià,334,61,18.260000000000002
17088,Lladó,827,145,17.530000000000001
17089,Llagostera,9024,1517,16.809999999999999
17090,Llambilles,731,134,18.329999999999998
17091,Llanars,533,155,29.079999999999998
17092,Llançà,4905,1164,23.73
17093,Llers,1245,283,22.73
17094,Llívia,1495,282,18.859999999999999
17095,Lloret de Mar,38941,6225,15.99
17096,"Llosses, Les",205,39,19.02
17097,Madremanya,302,59,19.539999999999999
17098,Maià de Montcal,462,92,19.91
17099,Meranges,111,23,20.719999999999999
17100,Masarac,294,52,17.690000000000001
17101,Massanes,825,163,19.760000000000002
17102,Maçanet de Cabrenys,724,221,30.52
17103,Maçanet de la Selva,7572,1397,18.449999999999999
17105,Mieres,341,84,24.629999999999999
17106,Mollet de Peralada,202,62,30.690000000000001
17107,Molló,365,109,29.859999999999999
17109,Montagut i Oix,958,174,18.16
17110,Mont-ras,1676,384,22.91
17111,Navata,1465,265,18.09
17112,Ogassa,222,52,23.420000000000002
17114,Olot,36716,7165,19.510000000000002
17115,Ordis,373,74,19.84
17116,Osor,423,99,23.399999999999999
17117,Palafrugell,23396,4336,18.530000000000001
17118,Palamós,18145,3857,21.260000000000002
17119,Palau de Santa Eulàlia,115,28,24.350000000000001
17120,Palau-saverdera,1472,332,22.550000000000001
17121,Palau-sator,327,68,20.800000000000001
17123,Palol de Revardit,457,104,22.760000000000002
17124,Pals,2548,581,22.800000000000001
17125,Pardines,165,42,25.449999999999999
17126,Parlavà,415,105,25.300000000000001
17128,Pau,579,159,27.460000000000001
17129,Pedret i Marzà,181,35,19.34
17130,"Pera, La",438,103,23.52
17132,Peralada,1974,404,20.469999999999999
17133,"Planes d&apos;Hostoles, Les",1745,462,26.48
17134,Planoles,307,83,27.039999999999999
17135,Pont de Molins,542,118,21.77
17136,Pontós,274,61,22.260000000000002
17137,Porqueres,4712,861,18.27
17138,Portbou,1090,370,33.939999999999998
17139,"Preses, Les",1875,351,18.719999999999999
17140,"Port de la Selva, El",1015,280,27.59
17141,Puigcerdà,9484,1536,16.199999999999999
17142,Quart,3906,584,14.949999999999999
17143,Rabós,210,51,24.289999999999999
17144,Regencós,271,63,23.25
17145,Ribes de Freser,1810,504,27.850000000000001
17146,Riells i Viabrea,4279,656,15.33
17147,Ripoll,10641,2569,24.140000000000001
17148,Riudarenes,2337,431,18.440000000000001
17149,Riudaura,511,85,16.629999999999999
17150,Riudellots de la Selva,2072,377,18.190000000000001
17151,Riumors,244,54,22.129999999999999
17152,Roses,19907,3696,18.57
17153,Rupià,300,64,21.329999999999998
17154,Sales de Llierca,169,30,17.75
17155,Salt,32517,4123,12.68
17157,Sant Andreu Salou,162,37,22.84
17158,Sant Climent Sescebes,696,121,17.390000000000001
17159,Sant Feliu de Buixalleu,839,191,22.77
17160,Sant Feliu de Guíxols,22149,4653,21.010000000000002
17161,Sant Feliu de Pallerols,1495,324,21.670000000000002
17162,Sant Ferriol,256,51,19.920000000000002
17163,Sant Gregori,4085,685,16.77
17164,Sant Hilari Sacalm,5836,1252,21.449999999999999
17165,Sant Jaume de Llierca,842,203,24.109999999999999
17166,Sant Jordi Desvalls,830,160,19.280000000000001
17167,Sant Joan de les Abadesses,3274,916,27.98
17168,Sant Joan de Mollet,515,97,18.829999999999998
17169,Sant Julià de Ramis,3623,533,14.710000000000001
17170,Vallfogona de Ripollès,222,60,27.030000000000001
17171,Sant Llorenç de la Muga,267,57,21.350000000000001
17172,Sant Martí de Llémena,679,105,15.460000000000001
17173,Sant Martí Vell,261,46,17.620000000000001
17174,Sant Miquel de Campmajor,239,45,18.829999999999998
17175,Sant Miquel de Fluvià,808,149,18.440000000000001
17176,Sant Mori,159,41,25.789999999999999
17177,Sant Pau de Segúries,732,207,28.280000000000001
17178,Sant Pere Pescador,2079,342,16.449999999999999
17180,Santa Coloma de Farners,13557,2325,17.149999999999999
17181,Santa Cristina d&apos;Aro,5585,993,17.780000000000001
17182,Santa Llogaia d&apos;Àlguema,379,63,16.620000000000001
17183,Sant Aniol de Finestres,363,84,23.140000000000001
17184,Santa Pau,1605,390,24.300000000000001
17185,Sant Joan les Fonts,3054,738,24.170000000000002
17186,Sarrià de Ter,5294,891,16.829999999999998
17187,"Saus, Camallera i Llampaies",865,196,22.66
17188,"Selva de Mar, La",220,58,26.359999999999999
17189,"Cellera de Ter, La",1967,480,24.399999999999999
17190,Serinyà,1153,208,18.039999999999999
17191,Serra de Daró,233,52,22.32
17192,Setcases,200,50,25
17193,Sils,6507,1045,16.059999999999999
17194,Susqueda,96,19,19.789999999999999
17195,"Tallada d&apos;Empordà, La",480,113,23.539999999999999
17196,Terrades,345,69,20
17197,Torrent,166,38,22.890000000000001
17198,Torroella de Fluvià,741,123,16.600000000000001
17199,Torroella de Montgrí,12061,2293,19.010000000000002
17200,Tortellà,823,191,23.210000000000001
17201,Toses,185,33,17.84
17202,Tossa de Mar,5956,1178,19.780000000000001
17203,Ultramort,224,57,25.449999999999999
17204,Ullà,1195,174,14.56
17205,Ullastret,250,60,24
17206,Urús,214,40,18.690000000000001
17207,"Vall d&apos;en Bas, La",3143,673,21.41
17208,"Vall de Bianya, La",1345,255,18.960000000000001
17209,Vall-llobrega,926,130,14.039999999999999
17210,Ventalló,911,202,22.170000000000002
17211,Verges,1162,290,24.960000000000001
17212,Vidrà,181,37,20.440000000000001
17213,Vidreres,8167,1451,17.77
17214,Vilabertran,991,216,21.800000000000001
17215,Vilablareix,3396,522,15.369999999999999
17216,Viladasens,216,45,20.829999999999998
17217,Viladamat,479,127,26.510000000000002
17218,Vilademuls,840,172,20.48
17220,Viladrau,1103,199,18.039999999999999
17221,Vilafant,5562,1098,19.739999999999998
17222,Vilaür,162,36,22.219999999999999
17223,Vilajuïga,1142,205,17.949999999999999
17224,Vilallonga de Ter,410,88,21.460000000000001
17225,Vilamacolum,386,74,19.170000000000002
17226,Vilamalla,1166,237,20.329999999999998
17227,Vilamaniscle,204,49,24.02
17228,Vilanant,401,71,17.710000000000001
17230,Vila-sacra,785,130,16.559999999999999
17232,Vilopriu,223,61,27.350000000000001
17233,Vilobí d&apos;Onyar,3304,584,17.68
17234,Biure,249,66,26.510000000000002
17901,"Cruïlles, Monells i Sant Sadurní de l&apos;Heura",1338,275,20.550000000000001
17902,Forallac,1765,396,22.440000000000001
17903,Sant Julià del Llor i Bonmatí,1347,235,17.449999999999999
18001,Agrón,247,56,22.670000000000002
18002,Alamedilla,567,153,26.98
18003,Albolote,19199,2646,13.779999999999999
18004,Albondón,724,169,23.34
18005,Albuñán,407,124,30.469999999999999
18006,Albuñol,7420,985,13.27
18007,Albuñuelas,787,252,32.020000000000003
18010,Aldeire,603,162,26.870000000000001
18011,Alfacar,5585,874,15.65
18012,Algarinejo,2436,729,29.93
18013,Alhama de Granada,5703,1055,18.5
18014,Alhendín,9941,1079,10.85
18015,Alicún de Ortega,458,117,25.550000000000001
18016,Almegíjar,328,120,36.590000000000003
18017,Almuñécar,26748,5923,22.140000000000001
18018,Alquife,586,171,29.18
18020,Arenas del Rey,623,143,22.949999999999999
18021,Armilla,24629,3263,13.25
18022,Atarfe,19452,2396,12.32
18023,Baza,20376,3932,19.300000000000001
18024,Beas de Granada,986,257,26.059999999999999
18025,Beas de Guadix,319,86,26.960000000000001
18027,Benalúa,3260,598,18.34
18028,Benalúa de las Villas,1058,245,23.16
18029,Benamaurel,2275,552,24.260000000000002
18030,Bérchules,694,160,23.050000000000001
18032,Bubión,323,81,25.079999999999998
18033,Busquístar,302,61,20.199999999999999
18034,Cacín,547,166,30.350000000000001
18035,Cádiar,1542,395,25.620000000000001
18036,Cájar,5389,869,16.129999999999999
18037,Calicasas,658,107,16.260000000000002
18038,Campotéjar,1231,281,22.829999999999998
18039,Caniles,4018,1047,26.059999999999999
18040,Cáñar,400,81,20.25
18042,Capileira,578,96,16.609999999999999
18043,Carataunas,201,47,23.379999999999999
18044,Cástaras,233,74,31.760000000000002
18045,Castilléjar,1312,405,30.870000000000001
18046,Castril,2019,603,29.870000000000001
18047,Cenes de la Vega,8121,906,11.16
18048,Cijuela,3537,374,10.57
18049,Cogollos de Guadix,636,176,27.670000000000002
18050,Cogollos de la Vega,2042,403,19.739999999999998
18051,Colomera,1291,285,22.079999999999998
18053,Cortes de Baza,1824,604,33.109999999999999
18054,Cortes y Graena,994,230,23.140000000000001
18056,Cúllar,4017,1063,26.460000000000001
18057,Cúllar Vega,7681,893,11.630000000000001
18059,Chauchina,5667,841,14.84
18061,Chimeneas,1254,307,24.48
18062,Churriana de la Vega,16026,1784,11.130000000000001
18063,Darro,1652,241,14.59
18064,Dehesas de Guadix,404,116,28.710000000000001
18065,Dehesas Viejas,666,144,21.620000000000001
18066,Deifontes,2615,523,20
18067,Diezma,763,174,22.800000000000001
18068,Dílar,2188,364,16.640000000000001
18069,Dólar,614,171,27.850000000000001
18070,Dúdar,355,75,21.129999999999999
18071,Dúrcal,7216,1307,18.109999999999999
18072,Escúzar,835,172,20.600000000000001
18074,Ferreira,305,103,33.770000000000003
18076,Fonelas,981,196,19.98
18077,Fornes,519,128,24.66
18078,Freila,906,235,25.940000000000001
18079,Fuente Vaqueros,4451,765,17.190000000000001
18082,Galera,1116,361,32.350000000000001
18083,Gobernador,210,87,41.43
18084,Gójar,6096,861,14.119999999999999
18085,Gor,735,278,37.82
18086,Gorafe,377,127,33.689999999999998
18087,Granada,228682,52120,22.789999999999999
18088,Guadahortuna,1836,334,18.190000000000001
18089,Guadix,18493,3503,18.940000000000001
18093,Gualchos,5292,779,14.720000000000001
18094,Güéjar Sierra,2880,528,18.329999999999998
18095,Güevéjar,2664,331,12.42
18096,Huélago,373,74,19.84
18097,Huéneja,1207,279,23.120000000000001
18098,Huéscar,7246,1684,23.239999999999998
18099,Huétor de Santillán,1923,325,16.899999999999999
18100,Huétor Tájar,10543,1652,15.67
18101,Huétor Vega,12089,1789,14.800000000000001
18102,Íllora,10020,2022,20.18
18103,Ítrabo,937,201,21.449999999999999
18105,Iznalloz,5142,799,15.539999999999999
18106,Játar,579,105,18.129999999999999
18107,Jayena,1008,235,23.309999999999999
18108,Jérez del Marquesado,956,251,26.260000000000002
18109,Jete,1008,189,18.75
18111,Jun,3991,425,10.65
18112,Juviles,134,39,29.100000000000001
18114,"Calahorra, La",664,187,28.16
18115,Láchar,3657,498,13.619999999999999
18116,Lanjarón,3615,826,22.850000000000001
18117,Lanteira,566,155,27.390000000000001
18119,Lecrín,2225,569,25.57
18120,Lentegí,335,91,27.16
18121,Lobras,135,40,29.629999999999999
18122,Loja,20555,3767,18.329999999999998
18123,Lugros,304,111,36.509999999999998
18124,Lújar,483,131,27.120000000000001
18126,"Malahá, La",1810,328,18.120000000000001
18127,Maracena,22293,3276,14.699999999999999
18128,Marchal,414,97,23.43
18132,Moclín,3607,901,24.98
18133,Molvízar,2731,569,20.829999999999998
18134,Monachil,8182,1216,14.859999999999999
18135,Montefrío,5406,1259,23.289999999999999
18136,Montejícar,2058,456,22.16
18137,Montillana,1083,256,23.640000000000001
18138,Moraleda de Zafayona,3123,636,20.370000000000001
18140,Motril,58798,9532,16.210000000000001
18141,Murtas,463,135,29.16
18143,Nigüelas,1225,248,20.239999999999998
18144,Nívar,1099,154,14.01
18145,Ogíjares,14627,2136,14.6
18146,Orce,1148,290,25.260000000000002
18147,Órgiva,5791,1169,20.190000000000001
18148,Otívar,1004,208,20.719999999999999
18149,Villa de Otura,7362,1153,15.66
18150,Padul,9158,1514,16.530000000000001
18151,Pampaneira,319,55,17.239999999999998
18152,Pedro Martínez,1120,268,23.93
18153,Peligros,11624,1675,14.41
18154,"Peza, La",1149,276,24.02
18157,Pinos Genil,1530,237,15.49
18158,Pinos Puente,9804,1873,19.100000000000001
18159,Píñar,1106,235,21.25
18161,Polícar,262,71,27.100000000000001
18162,Polopos,1630,263,16.129999999999999
18163,Pórtugos,397,76,19.140000000000001
18164,Puebla de Don Fadrique,2197,495,22.530000000000001
18165,Pulianas,5495,718,13.07
18167,Purullena,2329,409,17.559999999999999
18168,Quéntar,972,236,24.280000000000001
18170,Rubite,403,102,25.309999999999999
18171,Salar,2612,521,19.949999999999999
18173,Salobreña,12477,2562,20.530000000000001
18174,Santa Cruz del Comercio,539,123,22.82
18175,Santa Fe,15042,2624,17.440000000000001
18176,Soportújar,265,81,30.57
18177,Sorvilán,535,144,26.920000000000002
18178,Torre-Cardela,709,227,32.020000000000003
18179,Torvizcón,650,194,29.850000000000001
18180,Trevélez,712,155,21.77
18181,Turón,235,74,31.489999999999998
18182,Ugíjar,2555,563,22.039999999999999
18183,Válor,678,200,29.5
18184,Vélez de Benaudalla,2960,593,20.030000000000001
18185,Ventas de Huelma,641,132,20.59
18187,Villanueva de las Torres,536,143,26.68
18188,Villanueva Mesía,2031,402,19.789999999999999
18189,Víznar,987,165,16.719999999999999
18192,Zafarraya,2123,382,17.989999999999998
18193,"Zubia, La",19593,2865,14.619999999999999
18194,Zújar,2501,592,23.670000000000002
18901,"Taha, La",727,197,27.100000000000001
18902,"Valle, El",917,285,31.079999999999998
18903,Nevada,1086,267,24.59
18904,Alpujarra de la Sierra,922,282,30.59
18905,"Gabias, Las",22312,2259,10.119999999999999
18906,"Guájares, Los",1100,325,29.550000000000001
18907,Valle del Zalabí,2087,517,24.77
18908,Villamena,954,208,21.800000000000001
18909,Morelábor,582,170,29.210000000000001
18910,"Pinar, El",896,227,25.329999999999998
18911,Vegas del Genil,11874,1009,8.5
18912,Cuevas del Campo,1767,489,27.670000000000002
18913,Zagra,931,203,21.800000000000001
18914,Valderrubio,2045,404,19.760000000000002
18915,Domingo Pérez de Granada,849,214,25.210000000000001
18916,Torrenueva Costa,3038,532,17.510000000000002
19001,Abánades,61,26,42.619999999999997
19002,Ablanque,63,32,50.789999999999999
19003,Adobes,28,10,35.710000000000001
19004,Alaminos,56,22,39.289999999999999
19005,Alarilla,136,36,26.469999999999999
19006,Albalate de Zorita,1056,255,24.149999999999999
19007,Albares,518,173,33.399999999999999
19008,Albendiego,46,9,19.57
19009,Alcocer,315,121,38.409999999999997
19010,Alcolea de las Peñas,12,4,33.329999999999998
19011,Alcolea del Pinar,326,100,30.670000000000002
19013,Alcoroches,122,42,34.43
19015,Aldeanueva de Guadalajara,106,46,43.399999999999999
19016,Algar de Mesa,48,21,43.75
19017,Algora,80,33,41.25
19018,Alhóndiga,158,64,40.509999999999998
19019,Alique,13,10,76.920000000000002
19020,Almadrones,54,13,24.07
19021,Almoguera,1284,251,19.550000000000001
19022,Almonacid de Zorita,659,222,33.689999999999998
19023,Alocén,159,31,19.5
19024,Alovera,13142,1062,8.0800000000000001
19027,Alustante,145,63,43.450000000000003
19031,Angón,10,5,50
19032,Anguita,155,77,49.68
19033,Anquela del Ducado,54,21,38.890000000000001
19034,Anquela del Pedregal,26,12,46.149999999999999
19036,Aranzueque,358,95,26.539999999999999
19037,Arbancón,145,42,28.969999999999999
19038,Arbeteta,19,6,31.579999999999998
19039,Argecilla,70,28,40
19040,Armallones,50,21,42
19041,Armuña de Tajuña,254,33,12.99
19042,Arroyo de las Fraguas,23,12,52.170000000000002
19043,Atanzón,97,53,54.640000000000001
19044,Atienza,398,114,28.640000000000001
19045,Auñón,151,73,48.340000000000003
19046,Azuqueca de Henares,35182,4213,11.970000000000001
19047,Baides,60,17,28.329999999999998
19048,Baños de Tajo,17,9,52.939999999999998
19049,Bañuelos,14,3,21.43
19050,Barriopedro,19,7,36.840000000000003
19051,Berninches,52,30,57.689999999999998
19052,"Bodera, La",22,15,68.180000000000007
19053,Brihuega,2511,614,24.449999999999999
19054,Budia,197,80,40.609999999999999
19055,Bujalaro,44,17,38.640000000000001
19057,Bustares,71,36,50.700000000000003
19058,Cabanillas del Campo,10968,1152,10.5
19059,Campillo de Dueñas,80,28,35
19060,Campillo de Ranas,109,30,27.52
19061,Campisábalos,67,24,35.82
19064,Canredondo,76,45,59.210000000000001
19065,Cantalojas,135,33,24.440000000000001
19066,Cañizar,57,29,50.880000000000003
19067,"Cardoso de la Sierra, El",49,18,36.729999999999997
19070,Casa de Uceda,92,32,34.780000000000001
19071,"Casar, El",12919,1328,10.279999999999999
19073,Casas de San Galindo,21,4,19.050000000000001
19074,Caspueñas,119,32,26.890000000000001
19075,Castejón de Henares,61,19,31.149999999999999
19076,Castellar de la Muela,27,13,48.149999999999999
19078,Castilforte,56,24,42.859999999999999
19079,Castilnuevo,6,1,16.670000000000002
19080,Cendejas de Enmedio,67,32,47.759999999999998
19081,Cendejas de la Torre,24,12,50
19082,Centenera,144,22,15.279999999999999
19086,Cifuentes,1625,469,28.859999999999999
19087,Cincovillas,27,14,51.850000000000001
19088,Ciruelas,120,39,32.5
19089,Ciruelos del Pinar,24,9,37.5
19090,Cobeta,108,37,34.259999999999998
19091,Cogollor,20,9,45
19092,Cogolludo,563,145,25.75
19095,Condemios de Abajo,11,1,9.0899999999999999
19096,Condemios de Arriba,106,34,32.079999999999998
19097,Congostrina,13,3,23.079999999999998
19098,Copernal,34,8,23.530000000000001
19099,Corduente,324,91,28.09
19102,"Cubillo de Uceda, El",121,28,23.140000000000001
19103,Checa,286,93,32.520000000000003
19104,Chequilla,16,7,43.75
19105,Chiloeches,3858,431,11.17
19106,Chillarón del Rey,85,31,36.469999999999999
19107,Driebes,355,123,34.649999999999999
19108,Durón,109,41,37.609999999999999
19109,Embid,28,11,39.289999999999999
19110,Escamilla,63,26,41.270000000000003
19111,Escariche,186,54,29.030000000000001
19112,Escopete,68,22,32.350000000000001
19113,Espinosa de Henares,625,164,26.239999999999998
19114,Esplegares,33,13,39.390000000000001
19115,Establés,29,9,31.030000000000001
19116,Estriégana,12,4,33.329999999999998
19117,Fontanar,2567,277,10.789999999999999
19118,Fuembellida,12,2,16.670000000000002
19119,Fuencemillán,79,26,32.909999999999997
19120,Fuentelahiguera de Albatages,130,39,30
19121,Fuentelencina,314,99,31.530000000000001
19122,Fuentelsaz,88,35,39.770000000000003
19123,Fuentelviejo,52,19,36.539999999999999
19124,Fuentenovilla,568,102,17.960000000000001
19125,Gajanejos,61,12,19.670000000000002
19126,Galápagos,2600,220,8.4600000000000009
19127,Galve de Sorbe,96,43,44.789999999999999
